iter	dst	dct	klt_sep	klt_nsep	rdot_sep	rdot_nsep
492	34.95	36.23	34.87	34.49	34.3729	33.2812
493	34.95	36.23	34.87	34.49	34.3727	33.2810
494	34.95	36.23	34.87	34.49	34.3725	33.2808
495	34.95	36.23	34.87	34.49	34.3724	33.2806
496	34.95	36.23	34.87	34.49	34.3722	33.2804
497	34.95	36.23	34.87	34.49	34.3720	33.2802
498	34.95	36.23	34.87	34.49	34.3719	33.2800
499	34.95	36.23	34.87	34.49	34.3717	33.2798
500	34.95	36.23	34.87	34.49	34.3715	33.2796
501	34.95	36.23	34.87	34.49	34.3713	33.2795
502	34.95	36.23	34.87	34.49	34.3712	33.2793
503	34.95	36.23	34.87	34.49	34.3710	33.2791
504	34.95	36.23	34.87	34.49	34.3708	33.2789
505	34.95	36.23	34.87	34.49	34.3707	33.2787
506	34.95	36.23	34.87	34.49	34.3705	33.2785
507	34.95	36.23	34.87	34.49	34.3703	33.2784
508	34.95	36.23	34.87	34.49	34.3702	33.2782
509	34.95	36.23	34.87	34.49	34.3700	33.2780
510	34.95	36.23	34.87	34.49	34.3698	33.2778
511	34.95	36.23	34.87	34.49	34.3696	33.2776
512	34.95	36.23	34.87	34.49	34.3695	33.2775
513	34.95	36.23	34.87	34.49	34.3693	33.2773
514	34.95	36.23	34.87	34.49	34.3691	33.2771
515	34.95	36.23	34.87	34.49	34.3690	33.2769
516	34.95	36.23	34.87	34.49	34.3688	33.2768
517	34.95	36.23	34.87	34.49	34.3686	33.2766
518	34.95	36.23	34.87	34.49	34.3684	33.2764
519	34.95	36.23	34.87	34.49	34.3683	33.2762
520	34.95	36.23	34.87	34.49	34.3681	33.2760
521	34.95	36.23	34.87	34.49	34.3679	33.2759
522	34.95	36.23	34.87	34.49	34.3678	33.2757
523	34.95	36.23	34.87	34.49	34.3676	33.2755
524	34.95	36.23	34.87	34.49	34.3674	33.2753
525	34.95	36.23	34.87	34.49	34.3673	33.2752
526	34.95	36.23	34.87	34.49	34.3671	33.2750
527	34.95	36.23	34.87	34.49	34.3669	33.2748
528	34.95	36.23	34.87	34.49	34.3667	33.2746
529	34.95	36.23	34.87	34.49	34.3666	33.2745
530	34.95	36.23	34.87	34.49	34.3664	33.2743
531	34.95	36.23	34.87	34.49	34.3662	33.2741
532	34.95	36.23	34.87	34.49	34.3661	33.2739
533	34.95	36.23	34.87	34.49	34.3659	33.2738
534	34.95	36.23	34.87	34.49	34.3657	33.2736
535	34.95	36.23	34.87	34.49	34.3655	33.2734
536	34.95	36.23	34.87	34.49	34.3654	33.2732
537	34.95	36.23	34.87	34.49	34.3652	33.2730
538	34.95	36.23	34.87	34.49	34.3650	33.2729
539	34.95	36.23	34.87	34.49	34.3648	33.2727
540	34.95	36.23	34.87	34.49	34.3647	33.2725
541	34.95	36.23	34.87	34.49	34.3645	33.2723
542	34.95	36.23	34.87	34.49	34.3643	33.2721
543	34.95	36.23	34.87	34.49	34.3642	33.2720
544	34.95	36.23	34.87	34.49	34.3640	33.2718
545	34.95	36.23	34.87	34.49	34.3638	33.2716
546	34.95	36.23	34.87	34.49	34.3636	33.2714
547	34.95	36.23	34.87	34.49	34.3635	33.2712
548	34.95	36.23	34.87	34.49	34.3633	33.2710
549	34.95	36.23	34.87	34.49	34.3631	33.2709
550	34.95	36.23	34.87	34.49	34.3630	33.2707
551	34.95	36.23	34.87	34.49	34.3628	33.2705
552	34.95	36.23	34.87	34.49	34.3626	33.2703
553	34.95	36.23	34.87	34.49	34.3624	33.2701
554	34.95	36.23	34.87	34.49	34.3623	33.2699
555	34.95	36.23	34.87	34.49	34.3621	33.2697
556	34.95	36.23	34.87	34.49	34.3619	33.2696
557	34.95	36.23	34.87	34.49	34.3617	33.2694
558	34.95	36.23	34.87	34.49	34.3616	33.2692
559	34.95	36.23	34.87	34.49	34.3614	33.2690
560	34.95	36.23	34.87	34.49	34.3612	33.2688
561	34.95	36.23	34.87	34.49	34.3611	33.2686
562	34.95	36.23	34.87	34.49	34.3609	33.2684
563	34.95	36.23	34.87	34.49	34.3607	33.2682
564	34.95	36.23	34.87	34.49	34.3605	33.2680
565	34.95	36.23	34.87	34.49	34.3604	33.2678
566	34.95	36.23	34.87	34.49	34.3602	33.2677
567	34.95	36.23	34.87	34.49	34.3600	33.2675
568	34.95	36.23	34.87	34.49	34.3598	33.2673
569	34.95	36.23	34.87	34.49	34.3597	33.2671
570	34.95	36.23	34.87	34.49	34.3595	33.2669
571	34.95	36.23	34.87	34.49	34.3593	33.2667
572	34.95	36.23	34.87	34.49	34.3592	33.2665
573	34.95	36.23	34.87	34.49	34.3590	33.2663
574	34.95	36.23	34.87	34.49	34.3588	33.2661
575	34.95	36.23	34.87	34.49	34.3586	33.2659
576	34.95	36.23	34.87	34.49	34.3585	33.2657
577	34.95	36.23	34.87	34.49	34.3583	33.2655
578	34.95	36.23	34.87	34.49	34.3581	33.2653
579	34.95	36.23	34.87	34.49	34.3579	33.2651
580	34.95	36.23	34.87	34.49	34.3578	33.2649
581	34.95	36.23	34.87	34.49	34.3576	33.2647
582	34.95	36.23	34.87	34.49	34.3574	33.2645
583	34.95	36.23	34.87	34.49	34.3573	33.2643
584	34.95	36.23	34.87	34.49	34.3571	33.2641
585	34.95	36.23	34.87	34.49	34.3569	33.2639
586	34.95	36.23	34.87	34.49	34.3568	33.2637
587	34.95	36.23	34.87	34.49	34.3566	33.2635
588	34.95	36.23	34.87	34.49	34.3564	33.2633
589	34.95	36.23	34.87	34.49	34.3563	33.2631
590	34.95	36.23	34.87	34.49	34.3561	33.2629
591	34.95	36.23	34.87	34.49	34.3559	33.2627
592	34.95	36.23	34.87	34.49	34.3558	33.2625
593	34.95	36.23	34.87	34.49	34.3556	33.2623
594	34.95	36.23	34.87	34.49	34.3554	33.2621
595	34.95	36.23	34.87	34.49	34.3553	33.2619
596	34.95	36.23	34.87	34.49	34.3551	33.2617
597	34.95	36.23	34.87	34.49	34.3549	33.2615
598	34.95	36.23	34.87	34.49	34.3548	33.2613
599	34.95	36.23	34.87	34.49	34.3546	33.2611
600	34.95	36.23	34.87	34.49	34.3544	33.2608
601	34.95	36.23	34.87	34.49	34.3543	33.2606
602	34.95	36.23	34.87	34.49	34.3541	33.2604
603	34.95	36.23	34.87	34.49	34.3539	33.2602
604	34.95	36.23	34.87	34.49	34.3538	33.2600
605	34.95	36.23	34.87	34.49	34.3536	33.2598
606	34.95	36.23	34.87	34.49	34.3535	33.2596
607	34.95	36.23	34.87	34.49	34.3533	33.2594
608	34.95	36.23	34.87	34.49	34.3532	33.2592
609	34.95	36.23	34.87	34.49	34.3530	33.2590
610	34.95	36.23	34.87	34.49	34.3528	33.2588
611	34.95	36.23	34.87	34.49	34.3527	33.2586
612	34.95	36.23	34.87	34.49	34.3525	33.2584
613	34.95	36.23	34.87	34.49	34.3524	33.2582
614	34.95	36.23	34.87	34.49	34.3522	33.2580
615	34.95	36.23	34.87	34.49	34.3521	33.2578
616	34.95	36.23	34.87	34.49	34.3519	33.2576
617	34.95	36.23	34.87	34.49	34.3518	33.2573
618	34.95	36.23	34.87	34.49	34.3516	33.2571
619	34.95	36.23	34.87	34.49	34.3515	33.2569
620	34.95	36.23	34.87	34.49	34.3513	33.2567
621	34.95	36.23	34.87	34.49	34.3512	33.2565
622	34.95	36.23	34.87	34.49	34.3511	33.2563
623	34.95	36.23	34.87	34.49	34.3509	33.2561
624	34.95	36.23	34.87	34.49	34.3508	33.2559
625	34.95	36.23	34.87	34.49	34.3506	33.2557
626	34.95	36.23	34.87	34.49	34.3505	33.2555
627	34.95	36.23	34.87	34.49	34.3504	33.2553
628	34.95	36.23	34.87	34.49	34.3502	33.2551
629	34.95	36.23	34.87	34.49	34.3501	33.2549
630	34.95	36.23	34.87	34.49	34.3499	33.2547
631	34.95	36.23	34.87	34.49	34.3498	33.2545
632	34.95	36.23	34.87	34.49	34.3497	33.2543
633	34.95	36.23	34.87	34.49	34.3495	33.2540
634	34.95	36.23	34.87	34.49	34.3494	33.2538
635	34.95	36.23	34.87	34.49	34.3493	33.2536
636	34.95	36.23	34.87	34.49	34.3491	33.2534
637	34.95	36.23	34.87	34.49	34.3490	33.2532
638	34.95	36.23	34.87	34.49	34.3489	33.2530
639	34.95	36.23	34.87	34.49	34.3488	33.2528
640	34.95	36.23	34.87	34.49	34.3486	33.2526
641	34.95	36.23	34.87	34.49	34.3485	33.2524
642	34.95	36.23	34.87	34.49	34.3484	33.2522
643	34.95	36.23	34.87	34.49	34.3482	33.2520
644	34.95	36.23	34.87	34.49	34.3481	33.2518
645	34.95	36.23	34.87	34.49	34.3480	33.2516
646	34.95	36.23	34.87	34.49	34.3479	33.2514
647	34.95	36.23	34.87	34.49	34.3477	33.2512
648	34.95	36.23	34.87	34.49	34.3476	33.2510
649	34.95	36.23	34.87	34.49	34.3475	33.2508
650	34.95	36.23	34.87	34.49	34.3474	33.2506
651	34.95	36.23	34.87	34.49	34.3472	33.2504
652	34.95	36.23	34.87	34.49	34.3471	33.2502
653	34.95	36.23	34.87	34.49	34.3470	33.2500
654	34.95	36.23	34.87	34.49	34.3469	33.2499
655	34.95	36.23	34.87	34.49	34.3468	33.2497
656	34.95	36.23	34.87	34.49	34.3466	33.2495
657	34.95	36.23	34.87	34.49	34.3465	33.2493
658	34.95	36.23	34.87	34.49	34.3464	33.2491
659	34.95	36.23	34.87	34.49	34.3463	33.2489
660	34.95	36.23	34.87	34.49	34.3462	33.2487
661	34.95	36.23	34.87	34.49	34.3461	33.2485
662	34.95	36.23	34.87	34.49	34.3459	33.2484
663	34.95	36.23	34.87	34.49	34.3458	33.2482
664	34.95	36.23	34.87	34.49	34.3457	33.2480
665	34.95	36.23	34.87	34.49	34.3456	33.2478
666	34.95	36.23	34.87	34.49	34.3455	33.2477
667	34.95	36.23	34.87	34.49	34.3454	33.2475
668	34.95	36.23	34.87	34.49	34.3453	33.2473
669	34.95	36.23	34.87	34.49	34.3452	33.2471
670	34.95	36.23	34.87	34.49	34.3451	33.2470
671	34.95	36.23	34.87	34.49	34.3450	33.2468
672	34.95	36.23	34.87	34.49	34.3449	33.2466
673	34.95	36.23	34.87	34.49	34.3447	33.2465
674	34.95	36.23	34.87	34.49	34.3446	33.2463
675	34.95	36.23	34.87	34.49	34.3445	33.2461
676	34.95	36.23	34.87	34.49	34.3444	33.2460
677	34.95	36.23	34.87	34.49	34.3443	33.2458
678	34.95	36.23	34.87	34.49	34.3442	33.2456
679	34.95	36.23	34.87	34.49	34.3441	33.2455
680	34.95	36.23	34.87	34.49	34.3440	33.2453
681	34.95	36.23	34.87	34.49	34.3439	33.2452
682	34.95	36.23	34.87	34.49	34.3438	33.2450
683	34.95	36.23	34.87	34.49	34.3437	33.2449
684	34.95	36.23	34.87	34.49	34.3436	33.2447
685	34.95	36.23	34.87	34.49	34.3436	33.2446
686	34.95	36.23	34.87	34.49	34.3435	33.2444
687	34.95	36.23	34.87	34.49	34.3434	33.2443
688	34.95	36.23	34.87	34.49	34.3433	33.2441
689	34.95	36.23	34.87	34.49	34.3432	33.2440
690	34.95	36.23	34.87	34.49	34.3431	33.2438
691	34.95	36.23	34.87	34.49	34.3430	33.2437
692	34.95	36.23	34.87	34.49	34.3429	33.2435
693	34.95	36.23	34.87	34.49	34.3428	33.2434
694	34.95	36.23	34.87	34.49	34.3427	33.2432
695	34.95	36.23	34.87	34.49	34.3426	33.2431
696	34.95	36.23	34.87	34.49	34.3425	33.2430
697	34.95	36.23	34.87	34.49	34.3425	33.2428
698	34.95	36.23	34.87	34.49	34.3424	33.2427
699	34.95	36.23	34.87	34.49	34.3423	33.2425
700	34.95	36.23	34.87	34.49	34.3422	33.2424
701	34.95	36.23	34.87	34.49	34.3421	33.2423
702	34.95	36.23	34.87	34.49	34.3420	33.2421
703	34.95	36.23	34.87	34.49	34.3419	33.2420
704	34.95	36.23	34.87	34.49	34.3419	33.2419
705	34.95	36.23	34.87	34.49	34.3418	33.2417
706	34.95	36.23	34.87	34.49	34.3417	33.2416
707	34.95	36.23	34.87	34.49	34.3416	33.2415
708	34.95	36.23	34.87	34.49	34.3415	33.2413
709	34.95	36.23	34.87	34.49	34.3414	33.2412
710	34.95	36.23	34.87	34.49	34.3414	33.2411
711	34.95	36.23	34.87	34.49	34.3413	33.2409
712	34.95	36.23	34.87	34.49	34.3412	33.2408
713	34.95	36.23	34.87	34.49	34.3411	33.2407
714	34.95	36.23	34.87	34.49	34.3410	33.2406
715	34.95	36.23	34.87	34.49	34.3409	33.2404
716	34.95	36.23	34.87	34.49	34.3409	33.2403
717	34.95	36.23	34.87	34.49	34.3408	33.2402
718	34.95	36.23	34.87	34.49	34.3407	33.2401
719	34.95	36.23	34.87	34.49	34.3406	33.2400
720	34.95	36.23	34.87	34.49	34.3405	33.2398
721	34.95	36.23	34.87	34.49	34.3405	33.2397
722	34.95	36.23	34.87	34.49	34.3404	33.2396
723	34.95	36.23	34.87	34.49	34.3403	33.2395
724	34.95	36.23	34.87	34.49	34.3402	33.2393
725	34.95	36.23	34.87	34.49	34.3402	33.2392
726	34.95	36.23	34.87	34.49	34.3401	33.2391
727	34.95	36.23	34.87	34.49	34.3400	33.2390
728	34.95	36.23	34.87	34.49	34.3399	33.2389
729	34.95	36.23	34.87	34.49	34.3398	33.2387
730	34.95	36.23	34.87	34.49	34.3398	33.2386
731	34.95	36.23	34.87	34.49	34.3397	33.2385
732	34.95	36.23	34.87	34.49	34.3396	33.2384
733	34.95	36.23	34.87	34.49	34.3395	33.2383
734	34.95	36.23	34.87	34.49	34.3395	33.2382
735	34.95	36.23	34.87	34.49	34.3394	33.2381
736	34.95	36.23	34.87	34.49	34.3393	33.2379
737	34.95	36.23	34.87	34.49	34.3393	33.2378
738	34.95	36.23	34.87	34.49	34.3392	33.2377
739	34.95	36.23	34.87	34.49	34.3391	33.2376
740	34.95	36.23	34.87	34.49	34.3390	33.2375
741	34.95	36.23	34.87	34.49	34.3390	33.2374
742	34.95	36.23	34.87	34.49	34.3389	33.2373
743	34.95	36.23	34.87	34.49	34.3388	33.2372
744	34.95	36.23	34.87	34.49	34.3387	33.2370
745	34.95	36.23	34.87	34.49	34.3387	33.2369
746	34.95	36.23	34.87	34.49	34.3386	33.2368
747	34.95	36.23	34.87	34.49	34.3385	33.2367
748	34.95	36.23	34.87	34.49	34.3385	33.2366
749	34.95	36.23	34.87	34.49	34.3384	33.2365
750	34.95	36.23	34.87	34.49	34.3383	33.2364
751	34.95	36.23	34.87	34.49	34.3383	33.2363
752	34.95	36.23	34.87	34.49	34.3382	33.2362
753	34.95	36.23	34.87	34.49	34.3381	33.2360
754	34.95	36.23	34.87	34.49	34.3380	33.2359
755	34.95	36.23	34.87	34.49	34.3380	33.2358
756	34.95	36.23	34.87	34.49	34.3379	33.2357
757	34.95	36.23	34.87	34.49	34.3378	33.2356
758	34.95	36.23	34.87	34.49	34.3378	33.2355
759	34.95	36.23	34.87	34.49	34.3377	33.2354
760	34.95	36.23	34.87	34.49	34.3376	33.2353
761	34.95	36.23	34.87	34.49	34.3376	33.2352
762	34.95	36.23	34.87	34.49	34.3375	33.2351
763	34.95	36.23	34.87	34.49	34.3374	33.2350
764	34.95	36.23	34.87	34.49	34.3374	33.2348
765	34.95	36.23	34.87	34.49	34.3373	33.2347
766	34.95	36.23	34.87	34.49	34.3372	33.2346
767	34.95	36.23	34.87	34.49	34.3372	33.2345
768	34.95	36.23	34.87	34.49	34.3371	33.2344
769	34.95	36.23	34.87	34.49	34.3370	33.2343
770	34.95	36.23	34.87	34.49	34.3370	33.2342
771	34.95	36.23	34.87	34.49	34.3369	33.2341
772	34.95	36.23	34.87	34.49	34.3368	33.2340
773	34.95	36.23	34.87	34.49	34.3368	33.2339
774	34.95	36.23	34.87	34.49	34.3367	33.2338
775	34.95	36.23	34.87	34.49	34.3367	33.2337
776	34.95	36.23	34.87	34.49	34.3366	33.2336
777	34.95	36.23	34.87	34.49	34.3365	33.2335
778	34.95	36.23	34.87	34.49	34.3365	33.2334
779	34.95	36.23	34.87	34.49	34.3364	33.2333
780	34.95	36.23	34.87	34.49	34.3363	33.2332
781	34.95	36.23	34.87	34.49	34.3363	33.2331
782	34.95	36.23	34.87	34.49	34.3362	33.2330
783	34.95	36.23	34.87	34.49	34.3361	33.2329
784	34.95	36.23	34.87	34.49	34.3361	33.2328
785	34.95	36.23	34.87	34.49	34.3360	33.2326
786	34.95	36.23	34.87	34.49	34.3359	33.2325
787	34.95	36.23	34.87	34.49	34.3359	33.2324
788	34.95	36.23	34.87	34.49	34.3358	33.2323
789	34.95	36.23	34.87	34.49	34.3358	33.2322
790	34.95	36.23	34.87	34.49	34.3357	33.2321
791	34.95	36.23	34.87	34.49	34.3356	33.2321
792	34.95	36.23	34.87	34.49	34.3356	33.2320
793	34.95	36.23	34.87	34.49	34.3355	33.2319
794	34.95	36.23	34.87	34.49	34.3354	33.2318
795	34.95	36.23	34.87	34.49	34.3354	33.2317
796	34.95	36.23	34.87	34.49	34.3353	33.2316
797	34.95	36.23	34.87	34.49	34.3352	33.2315
798	34.95	36.23	34.87	34.49	34.3352	33.2314
799	34.95	36.23	34.87	34.49	34.3351	33.2313
800	34.95	36.23	34.87	34.49	34.3351	33.2312
801	34.95	36.23	34.87	34.49	34.3350	33.2311
802	34.95	36.23	34.87	34.49	34.3349	33.2310
803	34.95	36.23	34.87	34.49	34.3349	33.2309
804	34.95	36.23	34.87	34.49	34.3348	33.2308
805	34.95	36.23	34.87	34.49	34.3348	33.2307
806	34.95	36.23	34.87	34.49	34.3347	33.2306
807	34.95	36.23	34.87	34.49	34.3346	33.2305
808	34.95	36.23	34.87	34.49	34.3346	33.2304
809	34.95	36.23	34.87	34.49	34.3345	33.2303
810	34.95	36.23	34.87	34.49	34.3344	33.2302
811	34.95	36.23	34.87	34.49	34.3344	33.2302
812	34.95	36.23	34.87	34.49	34.3343	33.2301
813	34.95	36.23	34.87	34.49	34.3343	33.2300
814	34.95	36.23	34.87	34.49	34.3342	33.2299
815	34.95	36.23	34.87	34.49	34.3341	33.2298
816	34.95	36.23	34.87	34.49	34.3341	33.2297
817	34.95	36.23	34.87	34.49	34.3340	33.2296
818	34.95	36.23	34.87	34.49	34.3340	33.2295
819	34.95	36.23	34.87	34.49	34.3339	33.2294
820	34.95	36.23	34.87	34.49	34.3339	33.2293
821	34.95	36.23	34.87	34.49	34.3338	33.2293
822	34.95	36.23	34.87	34.49	34.3337	33.2292
823	34.95	36.23	34.87	34.49	34.3337	33.2291
824	34.95	36.23	34.87	34.49	34.3336	33.2290
825	34.95	36.23	34.87	34.49	34.3336	33.2289
826	34.95	36.23	34.87	34.49	34.3335	33.2288
827	34.95	36.23	34.87	34.49	34.3334	33.2287
828	34.95	36.23	34.87	34.49	34.3334	33.2287
829	34.95	36.23	34.87	34.49	34.3333	33.2286
830	34.95	36.23	34.87	34.49	34.3333	33.2285
831	34.95	36.23	34.87	34.49	34.3332	33.2284
832	34.95	36.23	34.87	34.49	34.3332	33.2283
833	34.95	36.23	34.87	34.49	34.3331	33.2282
834	34.95	36.23	34.87	34.49	34.3330	33.2281
835	34.95	36.23	34.87	34.49	34.3330	33.2281
836	34.95	36.23	34.87	34.49	34.3329	33.2280
837	34.95	36.23	34.87	34.49	34.3329	33.2279
838	34.95	36.23	34.87	34.49	34.3328	33.2278
839	34.95	36.23	34.87	34.49	34.3328	33.2277
840	34.95	36.23	34.87	34.49	34.3327	33.2277
841	34.95	36.23	34.87	34.49	34.3326	33.2276
842	34.95	36.23	34.87	34.49	34.3326	33.2275
843	34.95	36.23	34.87	34.49	34.3325	33.2274
844	34.95	36.23	34.87	34.49	34.3325	33.2273
845	34.95	36.23	34.87	34.49	34.3324	33.2273
846	34.95	36.23	34.87	34.49	34.3324	33.2272
847	34.95	36.23	34.87	34.49	34.3323	33.2271
848	34.95	36.23	34.87	34.49	34.3323	33.2270
849	34.95	36.23	34.87	34.49	34.3322	33.2270
850	34.95	36.23	34.87	34.49	34.3321	33.2269
851	34.95	36.23	34.87	34.49	34.3321	33.2268
852	34.95	36.23	34.87	34.49	34.3320	33.2267
853	34.95	36.23	34.87	34.49	34.3320	33.2266
854	34.95	36.23	34.87	34.49	34.3319	33.2266
855	34.95	36.23	34.87	34.49	34.3319	33.2265
856	34.95	36.23	34.87	34.49	34.3318	33.2264
857	34.95	36.23	34.87	34.49	34.3318	33.2263
858	34.95	36.23	34.87	34.49	34.3317	33.2263
859	34.95	36.23	34.87	34.49	34.3317	33.2262
860	34.95	36.23	34.87	34.49	34.3316	33.2261
861	34.95	36.23	34.87	34.49	34.3315	33.2260
862	34.95	36.23	34.87	34.49	34.3315	33.2260
863	34.95	36.23	34.87	34.49	34.3314	33.2259
864	34.95	36.23	34.87	34.49	34.3314	33.2258
865	34.95	36.23	34.87	34.49	34.3313	33.2257
866	34.95	36.23	34.87	34.49	34.3313	33.2257
867	34.95	36.23	34.87	34.49	34.3312	33.2256
868	34.95	36.23	34.87	34.49	34.3312	33.2255
869	34.95	36.23	34.87	34.49	34.3311	33.2255
870	34.95	36.23	34.87	34.49	34.3311	33.2254
871	34.95	36.23	34.87	34.49	34.3310	33.2253
872	34.95	36.23	34.87	34.49	34.3310	33.2252
873	34.95	36.23	34.87	34.49	34.3309	33.2252
874	34.95	36.23	34.87	34.49	34.3309	33.2251
875	34.95	36.23	34.87	34.49	34.3308	33.2250
876	34.95	36.23	34.87	34.49	34.3308	33.2250
877	34.95	36.23	34.87	34.49	34.3307	33.2249
878	34.95	36.23	34.87	34.49	34.3307	33.2248
879	34.95	36.23	34.87	34.49	34.3306	33.2248
880	34.95	36.23	34.87	34.49	34.3306	33.2247
881	34.95	36.23	34.87	34.49	34.3305	33.2246
882	34.95	36.23	34.87	34.49	34.3305	33.2246
883	34.95	36.23	34.87	34.49	34.3304	33.2245
884	34.95	36.23	34.87	34.49	34.3304	33.2244
885	34.95	36.23	34.87	34.49	34.3303	33.2244
886	34.95	36.23	34.87	34.49	34.3303	33.2243
887	34.95	36.23	34.87	34.49	34.3302	33.2242
888	34.95	36.23	34.87	34.49	34.3302	33.2242
889	34.95	36.23	34.87	34.49	34.3301	33.2241
890	34.95	36.23	34.87	34.49	34.3301	33.2240
891	34.95	36.23	34.87	34.49	34.3300	33.2240
892	34.95	36.23	34.87	34.49	34.3300	33.2239
893	34.95	36.23	34.87	34.49	34.3299	33.2238
894	34.95	36.23	34.87	34.49	34.3299	33.2238
895	34.95	36.23	34.87	34.49	34.3298	33.2237
896	34.95	36.23	34.87	34.49	34.3298	33.2236
897	34.95	36.23	34.87	34.49	34.3297	33.2236
898	34.95	36.23	34.87	34.49	34.3297	33.2235
899	34.95	36.23	34.87	34.49	34.3296	33.2234
900	34.95	36.23	34.87	34.49	34.3296	33.2234
901	34.95	36.23	34.87	34.49	34.3295	33.2233
902	34.95	36.23	34.87	34.49	34.3295	33.2233
903	34.95	36.23	34.87	34.49	34.3294	33.2232
904	34.95	36.23	34.87	34.49	34.3294	33.2231
905	34.95	36.23	34.87	34.49	34.3293	33.2231
906	34.95	36.23	34.87	34.49	34.3293	33.2230
907	34.95	36.23	34.87	34.49	34.3292	33.2229
908	34.95	36.23	34.87	34.49	34.3292	33.2229
909	34.95	36.23	34.87	34.49	34.3291	33.2228
910	34.95	36.23	34.87	34.49	34.3291	33.2227
911	34.95	36.23	34.87	34.49	34.3290	33.2227
912	34.95	36.23	34.87	34.49	34.3290	33.2226
913	34.95	36.23	34.87	34.49	34.3289	33.2225
914	34.95	36.23	34.87	34.49	34.3289	33.2225
915	34.95	36.23	34.87	34.49	34.3288	33.2224
916	34.95	36.23	34.87	34.49	34.3288	33.2224
917	34.95	36.23	34.87	34.49	34.3287	33.2223
918	34.95	36.23	34.87	34.49	34.3287	33.2222
919	34.95	36.23	34.87	34.49	34.3286	33.2222
920	34.95	36.23	34.87	34.49	34.3286	33.2221
921	34.95	36.23	34.87	34.49	34.3285	33.2220
922	34.95	36.23	34.87	34.49	34.3285	33.2220
923	34.95	36.23	34.87	34.49	34.3284	33.2219
924	34.95	36.23	34.87	34.49	34.3284	33.2219
925	34.95	36.23	34.87	34.49	34.3283	33.2218
926	34.95	36.23	34.87	34.49	34.3283	33.2217
927	34.95	36.23	34.87	34.49	34.3282	33.2217
928	34.95	36.23	34.87	34.49	34.3282	33.2216
929	34.95	36.23	34.87	34.49	34.3281	33.2216
930	34.95	36.23	34.87	34.49	34.3281	33.2215
931	34.95	36.23	34.87	34.49	34.3280	33.2214
932	34.95	36.23	34.87	34.49	34.3280	33.2214
933	34.95	36.23	34.87	34.49	34.3279	33.2213
934	34.95	36.23	34.87	34.49	34.3279	33.2212
935	34.95	36.23	34.87	34.49	34.3278	33.2212
936	34.95	36.23	34.87	34.49	34.3278	33.2211
937	34.95	36.23	34.87	34.49	34.3277	33.2211
938	34.95	36.23	34.87	34.49	34.3277	33.2210
939	34.95	36.23	34.87	34.49	34.3276	33.2209
940	34.95	36.23	34.87	34.49	34.3276	33.2209
941	34.95	36.23	34.87	34.49	34.3275	33.2208
942	34.95	36.23	34.87	34.49	34.3275	33.2208
943	34.95	36.23	34.87	34.49	34.3274	33.2207
944	34.95	36.23	34.87	34.49	34.3274	33.2206
945	34.95	36.23	34.87	34.49	34.3273	33.2206
946	34.95	36.23	34.87	34.49	34.3273	33.2205
947	34.95	36.23	34.87	34.49	34.3272	33.2205
948	34.95	36.23	34.87	34.49	34.3272	33.2204
949	34.95	36.23	34.87	34.49	34.3271	33.2203
950	34.95	36.23	34.87	34.49	34.3271	33.2203
951	34.95	36.23	34.87	34.49	34.3270	33.2202
952	34.95	36.23	34.87	34.49	34.3270	33.2202
953	34.95	36.23	34.87	34.49	34.3269	33.2201
954	34.95	36.23	34.87	34.49	34.3269	33.2200
955	34.95	36.23	34.87	34.49	34.3268	33.2200
956	34.95	36.23	34.87	34.49	34.3268	33.2199
957	34.95	36.23	34.87	34.49	34.3267	33.2199
958	34.95	36.23	34.87	34.49	34.3267	33.2198
959	34.95	36.23	34.87	34.49	34.3266	33.2198
960	34.95	36.23	34.87	34.49	34.3266	33.2197
961	34.95	36.23	34.87	34.49	34.3265	33.2196
962	34.95	36.23	34.87	34.49	34.3265	33.2196
963	34.95	36.23	34.87	34.49	34.3264	33.2195
964	34.95	36.23	34.87	34.49	34.3264	33.2195
965	34.95	36.23	34.87	34.49	34.3263	33.2194
966	34.95	36.23	34.87	34.49	34.3263	33.2193
967	34.95	36.23	34.87	34.49	34.3262	33.2193
968	34.95	36.23	34.87	34.49	34.3262	33.2192
969	34.95	36.23	34.87	34.49	34.3261	33.2192
970	34.95	36.23	34.87	34.49	34.3261	33.2191
971	34.95	36.23	34.87	34.49	34.3261	33.2191
972	34.95	36.23	34.87	34.49	34.3260	33.2190
973	34.95	36.23	34.87	34.49	34.3260	33.2189
974	34.95	36.23	34.87	34.49	34.3259	33.2189
975	34.95	36.23	34.87	34.49	34.3259	33.2188
976	34.95	36.23	34.87	34.49	34.3258	33.2188
977	34.95	36.23	34.87	34.49	34.3258	33.2187
978	34.95	36.23	34.87	34.49	34.3257	33.2186
979	34.95	36.23	34.87	34.49	34.3257	33.2186
980	34.95	36.23	34.87	34.49	34.3256	33.2185
981	34.95	36.23	34.87	34.49	34.3256	33.2185
982	34.95	36.23	34.87	34.49	34.3255	33.2184
983	34.95	36.23	34.87	34.49	34.3255	33.2184
984	34.95	36.23	34.87	34.49	34.3254	33.2183
985	34.95	36.23	34.87	34.49	34.3254	33.2182
986	34.95	36.23	34.87	34.49	34.3253	33.2182
987	34.95	36.23	34.87	34.49	34.3253	33.2181
988	34.95	36.23	34.87	34.49	34.3252	33.2181
989	34.95	36.23	34.87	34.49	34.3252	33.2180
