rom	bdrate	romsym	bdratesym
3.05	-1.20	2.25	1.20
3.14	-1.21	2.34	1.21
3.23	-1.22	2.44	1.22
3.28	-1.24	2.44	1.24
3.47	-1.26	2.63	1.26
3.52	-1.27	2.67	1.27
3.61	-1.29	2.67	1.29
3.66	-1.29	2.67	1.29
3.70	-1.30	2.67	1.30
3.75	-1.31	2.67	1.31
3.80	-1.32	2.67	1.32
3.84	-1.33	2.72	1.33
3.89	-1.34	2.72	1.34
3.94	-1.33	2.72	1.33
4.13	-1.35	2.91	1.35
4.17	-1.35	2.95	1.35
4.22	-1.35	2.95	1.35
4.97	-1.36	3.70	1.36
5.02	-1.36	3.70	1.36
5.11	-1.37	3.80	1.37
5.16	-1.37	3.80	1.37
5.20	-1.37	3.80	1.37
5.25	-1.38	3.84	1.38
5.34	-1.38	3.94	1.38
5.53	-1.40	3.94	1.40
5.58	-1.40	3.94	1.40
5.63	-1.39	3.94	1.39
6.00	-1.39	4.31	1.39
6.05	-1.40	4.31	1.40
6.09	-1.41	4.31	1.41
6.14	-1.42	4.31	1.42
6.19	-1.41	4.31	1.41
6.23	-1.41	4.31	1.41
6.33	-1.43	4.41	1.43
6.52	-1.43	4.59	1.43
6.56	-1.42	4.59	1.42
6.61	-1.43	4.59	1.43
6.66	-1.43	4.59	1.43
6.75	-1.44	4.59	1.44
6.84	-1.44	4.69	1.44
6.89	-1.43	4.69	1.43
6.94	-1.43	4.69	1.43
7.13	-1.44	4.88	1.44
7.22	-1.44	4.97	1.44
7.27	-1.44	4.97	1.44
7.64	-1.45	5.34	1.45
7.69	-1.45	5.34	1.45
7.73	-1.45	5.34	1.45
7.78	-1.43	5.34	1.43
7.88	-1.45	5.34	1.45
7.92	-1.44	5.34	1.44
8.02	-1.45	5.44	1.45
8.11	-1.45	5.44	1.45
8.20	-1.46	5.53	1.46
8.25	-1.46	5.53	1.46
8.34	-1.46	5.53	1.46
8.44	-1.47	5.53	1.47
8.48	-1.45	5.53	1.45
8.58	-1.47	5.63	1.47
8.77	-1.48	5.81	1.48
8.81	-1.46	5.81	1.46
8.86	-1.46	5.81	1.46
8.95	-1.47	5.81	1.47
9.05	-1.48	5.81	1.48
9.09	-1.46	5.81	1.46
9.19	-1.47	5.81	1.47
9.94	-1.47	6.56	1.47
10.13	-1.48	6.56	1.48
10.17	-1.46	6.56	1.46
10.27	-1.47	6.56	1.47
10.45	-1.49	6.56	1.49
10.50	-1.47	6.56	1.47
10.59	-1.49	6.56	1.49
10.78	-1.50	6.75	1.50
10.88	-1.49	6.75	1.49
10.97	-1.49	6.75	1.49
11.06	-1.50	6.75	1.50
11.16	-1.49	6.75	1.49
11.25	-1.49	6.75	1.49
11.44	-1.50	6.94	1.50
11.53	-1.49	6.94	1.49
11.72	-1.49	7.13	1.49
11.91	-1.49	7.13	1.49
12.09	-1.50	7.31	1.50
12.19	-1.49	7.31	1.49
12.28	-1.50	7.31	1.50
12.38	-1.49	7.31	1.49
13.13	-1.50	8.06	1.50
13.31	-1.51	8.06	1.51
13.69	-1.51	8.06	1.51
13.78	-1.51	8.06	1.51
13.97	-1.53	8.06	1.53
14.06	-1.50	8.06	1.50
14.16	-1.50	8.06	1.50
14.34	-1.51	8.25	1.51
14.53	-1.51	8.25	1.51
14.63	-1.49	8.25	1.49
14.81	-1.51	8.25	1.51
15.00	-1.50	8.25	1.50
15.19	-1.51	8.25	1.51
15.38	-1.50	8.25	1.50
15.56	-1.50	8.25	1.50
15.75	-1.51	8.25	1.51
16.13	-1.51	8.63	1.51
16.31	-1.51	8.63	1.51
16.50	-1.51	8.63	1.51
16.69	-1.51	8.63	1.51
16.88	-1.51	8.63	1.51
17.25	-1.52	9.00	1.52
17.44	-1.52	9.00	1.52
17.63	-1.50	9.00	1.50
18.00	-1.51	9.38	1.51
18.38	-1.53	9.75	1.53
18.56	-1.51	9.75	1.51
18.94	-1.52	10.13	1.52
19.31	-1.53	10.13	1.53
19.50	-1.52	10.13	1.52
19.69	-1.52	10.13	1.52
20.06	-1.52	10.50	1.52
20.25	-1.49	10.50	1.49
20.63	-1.51	10.88	1.51
21.00	-1.51	10.88	1.51
21.19	-1.51	10.88	1.51
1.31	-0.64	1.13	0.64
1.36	-0.73	1.17	0.73
1.41	-0.82	1.17	0.82
1.45	-0.86	1.22	0.86
1.50	-0.91	1.27	0.91
1.55	-0.95	1.31	0.95
1.59	-0.99	1.36	0.99
1.64	-1.00	1.41	1.00
1.69	-1.02	1.45	1.02
1.73	-1.04	1.50	1.04
1.78	-1.07	1.50	1.07
1.83	-1.09	1.55	1.09
1.88	-1.09	1.59	1.09
1.92	-1.10	1.64	1.10
1.97	-1.11	1.64	1.11
2.02	-1.12	1.69	1.12
2.06	-1.12	1.73	1.12
2.11	-1.14	1.73	1.14
2.20	-1.15	1.83	1.15
2.25	-1.16	1.88	1.16
2.44	-1.19	2.06	1.19
2.48	-1.20	2.06	1.20
2.53	-1.21	2.11	1.21
2.58	-1.22	2.16	1.22
2.63	-1.22	2.16	1.22
2.67	-1.23	2.16	1.23
2.72	-1.24	2.16	1.24
3.09	-1.26	2.53	1.26
3.14	-1.27	2.53	1.27
3.19	-1.27	2.53	1.27
3.23	-1.27	2.53	1.27
3.28	-1.28	2.58	1.28
3.33	-1.28	2.63	1.28
3.38	-1.29	2.63	1.29
3.42	-1.29	2.63	1.29
3.52	-1.30	2.72	1.30
3.61	-1.32	2.81	1.32
3.66	-1.33	2.81	1.33
3.84	-1.35	3.00	1.35
3.89	-1.36	3.05	1.36
3.98	-1.38	3.05	1.38
4.03	-1.39	3.05	1.39
4.08	-1.40	3.05	1.40
4.13	-1.40	3.05	1.40
4.17	-1.42	3.05	1.42
4.22	-1.42	3.09	1.42
4.27	-1.43	3.09	1.43
4.31	-1.43	3.09	1.43
4.50	-1.44	3.28	1.44
4.55	-1.45	3.33	1.45
4.59	-1.45	3.33	1.45
5.34	-1.45	4.08	1.45
5.39	-1.45	4.08	1.45
5.48	-1.46	4.17	1.46
5.53	-1.46	4.17	1.46
5.58	-1.47	4.17	1.47
5.63	-1.47	4.22	1.47
5.72	-1.48	4.31	1.48
5.91	-1.49	4.31	1.49
5.95	-1.49	4.31	1.49
6.00	-1.49	4.31	1.49
6.38	-1.49	4.69	1.49
6.42	-1.49	4.69	1.49
6.47	-1.50	4.69	1.50
6.52	-1.51	4.69	1.51
6.56	-1.51	4.69	1.51
6.61	-1.51	4.69	1.51
6.70	-1.52	4.78	1.52
6.89	-1.52	4.97	1.52
6.94	-1.52	4.97	1.52
6.98	-1.53	4.97	1.53
7.03	-1.53	4.97	1.53
7.13	-1.53	4.97	1.53
7.22	-1.53	5.06	1.53
7.27	-1.53	5.06	1.53
7.31	-1.53	5.06	1.53
7.50	-1.53	5.25	1.53
7.59	-1.54	5.34	1.54
7.64	-1.53	5.34	1.53
8.02	-1.54	5.72	1.54
8.06	-1.54	5.72	1.54
8.11	-1.54	5.72	1.54
8.16	-1.53	5.72	1.53
8.25	-1.54	5.72	1.54
8.30	-1.54	5.72	1.54
8.39	-1.54	5.81	1.54
8.48	-1.54	5.81	1.54
8.58	-1.55	5.91	1.55
8.63	-1.55	5.91	1.55
8.72	-1.55	5.91	1.55
8.81	-1.56	5.91	1.56
8.86	-1.55	5.91	1.55
8.95	-1.56	6.00	1.56
9.14	-1.57	6.19	1.57
9.19	-1.55	6.19	1.55
9.23	-1.56	6.19	1.56
9.33	-1.56	6.19	1.56
9.42	-1.57	6.19	1.57
9.47	-1.56	6.19	1.56
9.56	-1.57	6.19	1.57
10.31	-1.57	6.94	1.57
10.50	-1.57	6.94	1.57
10.55	-1.56	6.94	1.56
10.64	-1.57	6.94	1.57
10.83	-1.58	6.94	1.58
10.88	-1.56	6.94	1.56
10.97	-1.58	6.94	1.58
11.16	-1.59	7.13	1.59
11.25	-1.58	7.13	1.58
11.34	-1.58	7.13	1.58
11.44	-1.59	7.13	1.59
11.53	-1.58	7.13	1.58
11.63	-1.59	7.13	1.59
11.81	-1.59	7.31	1.59
11.91	-1.58	7.31	1.58
12.09	-1.58	7.50	1.58
12.28	-1.59	7.50	1.59
12.47	-1.59	7.69	1.59
12.56	-1.58	7.69	1.58
12.66	-1.60	7.69	1.60
12.75	-1.58	7.69	1.58
13.50	-1.60	8.44	1.60
13.69	-1.60	8.44	1.60
14.06	-1.60	8.44	1.60
14.16	-1.60	8.44	1.60
14.34	-1.62	8.44	1.62
14.44	-1.60	8.44	1.60
14.53	-1.59	8.44	1.59
14.72	-1.60	8.63	1.60
14.91	-1.61	8.63	1.61
15.00	-1.59	8.63	1.59
15.19	-1.60	8.63	1.60
15.38	-1.60	8.63	1.60
15.56	-1.61	8.63	1.61
15.75	-1.60	8.63	1.60
15.94	-1.60	8.63	1.60
16.13	-1.60	8.63	1.60
16.50	-1.61	9.00	1.61
16.69	-1.60	9.00	1.60
16.88	-1.60	9.00	1.60
17.06	-1.60	9.00	1.60
17.25	-1.61	9.00	1.61
17.63	-1.62	9.38	1.62
17.81	-1.61	9.38	1.61
18.00	-1.59	9.38	1.59
18.38	-1.60	9.75	1.60
18.75	-1.62	10.13	1.62
18.94	-1.60	10.13	1.60
19.31	-1.62	10.50	1.62
19.69	-1.62	10.50	1.62
19.88	-1.62	10.50	1.62
20.06	-1.61	10.50	1.61
20.44	-1.61	10.88	1.61
20.63	-1.58	10.88	1.58
21.00	-1.60	11.25	1.60
21.38	-1.61	11.25	1.61
21.56	-1.60	11.25	1.60
1.50	-0.70	1.13	0.70
1.55	-0.79	1.17	0.79
1.59	-0.88	1.17	0.88
1.64	-0.92	1.22	0.92
1.69	-0.97	1.27	0.97
1.73	-1.02	1.31	1.02
1.78	-1.05	1.36	1.05
1.83	-1.07	1.41	1.07
1.88	-1.08	1.45	1.08
1.92	-1.11	1.50	1.11
1.97	-1.13	1.50	1.13
2.02	-1.15	1.55	1.15
2.06	-1.16	1.59	1.16
2.11	-1.17	1.64	1.17
2.16	-1.18	1.64	1.18
2.20	-1.18	1.69	1.18
2.25	-1.19	1.73	1.19
2.30	-1.20	1.73	1.20
2.39	-1.21	1.83	1.21
2.44	-1.22	1.88	1.22
2.63	-1.25	2.06	1.25
2.67	-1.26	2.06	1.26
2.72	-1.28	2.11	1.28
2.77	-1.28	2.16	1.28
2.81	-1.28	2.16	1.28
2.86	-1.29	2.16	1.29
2.91	-1.30	2.16	1.30
3.28	-1.32	2.53	1.32
3.33	-1.33	2.53	1.33
3.38	-1.34	2.53	1.34
3.42	-1.34	2.53	1.34
3.47	-1.35	2.58	1.35
3.52	-1.34	2.63	1.34
3.56	-1.35	2.63	1.35
3.61	-1.35	2.63	1.35
3.70	-1.36	2.72	1.36
3.80	-1.38	2.81	1.38
3.84	-1.39	2.81	1.39
4.03	-1.41	3.00	1.41
4.08	-1.42	3.05	1.42
4.17	-1.44	3.05	1.44
4.22	-1.45	3.05	1.45
4.27	-1.46	3.05	1.46
4.31	-1.47	3.05	1.47
4.36	-1.48	3.05	1.48
4.41	-1.48	3.09	1.48
4.45	-1.49	3.09	1.49
4.50	-1.49	3.09	1.49
4.69	-1.50	3.28	1.50
4.73	-1.51	3.33	1.51
4.78	-1.51	3.33	1.51
5.53	-1.51	4.08	1.51
5.58	-1.52	4.08	1.52
5.67	-1.52	4.17	1.52
5.72	-1.52	4.17	1.52
5.77	-1.53	4.17	1.53
5.81	-1.54	4.22	1.54
5.91	-1.54	4.31	1.54
6.09	-1.55	4.31	1.55
6.14	-1.55	4.31	1.55
6.19	-1.55	4.31	1.55
6.56	-1.55	4.69	1.55
6.61	-1.56	4.69	1.56
6.66	-1.56	4.69	1.56
6.70	-1.57	4.69	1.57
6.75	-1.57	4.69	1.57
6.80	-1.57	4.69	1.57
6.89	-1.58	4.78	1.58
7.08	-1.58	4.97	1.58
7.13	-1.58	4.97	1.58
7.17	-1.59	4.97	1.59
7.22	-1.59	4.97	1.59
7.31	-1.59	4.97	1.59
7.41	-1.60	5.06	1.60
7.45	-1.59	5.06	1.59
7.50	-1.59	5.06	1.59
7.69	-1.60	5.25	1.60
7.78	-1.60	5.34	1.60
7.83	-1.59	5.34	1.59
8.20	-1.60	5.72	1.60
8.25	-1.60	5.72	1.60
8.30	-1.60	5.72	1.60
8.34	-1.59	5.72	1.59
8.44	-1.60	5.72	1.60
8.48	-1.60	5.72	1.60
8.58	-1.60	5.81	1.60
8.67	-1.61	5.81	1.61
8.77	-1.62	5.91	1.62
8.81	-1.61	5.91	1.61
8.91	-1.62	5.91	1.62
9.00	-1.62	5.91	1.62
9.05	-1.61	5.91	1.61
9.14	-1.62	6.00	1.62
9.33	-1.63	6.19	1.63
9.38	-1.61	6.19	1.61
9.42	-1.62	6.19	1.62
9.52	-1.63	6.19	1.63
9.61	-1.63	6.19	1.63
9.66	-1.62	6.19	1.62
9.75	-1.63	6.19	1.63
10.50	-1.63	6.94	1.63
10.69	-1.63	6.94	1.63
10.73	-1.62	6.94	1.62
10.83	-1.63	6.94	1.63
11.02	-1.64	6.94	1.64
11.06	-1.62	6.94	1.62
11.16	-1.64	6.94	1.64
11.34	-1.65	7.13	1.65
11.44	-1.65	7.13	1.65
11.53	-1.64	7.13	1.64
11.63	-1.65	7.13	1.65
11.72	-1.64	7.13	1.64
11.81	-1.65	7.13	1.65
12.00	-1.65	7.31	1.65
12.09	-1.64	7.31	1.64
12.28	-1.65	7.50	1.65
12.47	-1.65	7.50	1.65
12.66	-1.66	7.69	1.66
12.75	-1.64	7.69	1.64
12.84	-1.66	7.69	1.66
12.94	-1.65	7.69	1.65
13.69	-1.66	8.44	1.66
13.88	-1.66	8.44	1.66
14.25	-1.66	8.44	1.66
14.34	-1.67	8.44	1.67
14.53	-1.68	8.44	1.68
14.63	-1.66	8.44	1.66
14.72	-1.66	8.44	1.66
14.91	-1.67	8.63	1.67
15.09	-1.67	8.63	1.67
15.19	-1.65	8.63	1.65
15.38	-1.66	8.63	1.66
15.56	-1.66	8.63	1.66
15.75	-1.67	8.63	1.67
15.94	-1.66	8.63	1.66
16.13	-1.66	8.63	1.66
16.31	-1.66	8.63	1.66
16.69	-1.67	9.00	1.67
16.88	-1.66	9.00	1.66
17.06	-1.66	9.00	1.66
17.25	-1.67	9.00	1.67
17.44	-1.67	9.00	1.67
17.81	-1.68	9.38	1.68
18.00	-1.67	9.38	1.67
18.19	-1.66	9.38	1.66
18.56	-1.67	9.75	1.67
18.94	-1.68	10.13	1.68
19.13	-1.67	10.13	1.67
19.50	-1.68	10.50	1.68
19.88	-1.68	10.50	1.68
20.06	-1.68	10.50	1.68
20.25	-1.67	10.50	1.67
20.63	-1.67	10.88	1.67
20.81	-1.64	10.88	1.64
21.19	-1.67	11.25	1.67
21.56	-1.67	11.25	1.67
21.75	-1.67	11.25	1.67
1.69	-0.77	1.31	0.77
1.73	-0.85	1.36	0.85
1.78	-0.94	1.36	0.94
1.83	-0.99	1.41	0.99
1.88	-1.04	1.45	1.04
1.92	-1.08	1.50	1.08
1.97	-1.11	1.55	1.11
2.02	-1.13	1.59	1.13
2.06	-1.14	1.64	1.14
2.11	-1.17	1.69	1.17
2.16	-1.19	1.69	1.19
2.20	-1.21	1.73	1.21
2.25	-1.22	1.78	1.22
2.30	-1.23	1.83	1.23
2.34	-1.24	1.83	1.24
2.39	-1.24	1.88	1.24
2.44	-1.25	1.92	1.25
2.48	-1.27	1.92	1.27
2.58	-1.27	2.02	1.27
2.63	-1.29	2.06	1.29
2.81	-1.31	2.25	1.31
2.86	-1.32	2.25	1.32
2.91	-1.34	2.30	1.34
2.95	-1.34	2.34	1.34
3.00	-1.35	2.34	1.35
3.05	-1.35	2.34	1.35
3.09	-1.36	2.34	1.36
3.47	-1.38	2.72	1.38
3.52	-1.39	2.72	1.39
3.56	-1.40	2.72	1.40
3.61	-1.40	2.72	1.40
3.66	-1.41	2.77	1.41
3.70	-1.41	2.81	1.41
3.75	-1.41	2.81	1.41
3.80	-1.42	2.81	1.42
3.89	-1.42	2.91	1.42
3.98	-1.44	3.00	1.44
4.03	-1.46	3.00	1.46
4.22	-1.47	3.19	1.47
4.27	-1.48	3.23	1.48
4.36	-1.50	3.23	1.50
4.41	-1.51	3.23	1.51
4.45	-1.52	3.23	1.52
4.50	-1.53	3.23	1.53
4.55	-1.54	3.23	1.54
4.59	-1.54	3.28	1.54
4.64	-1.55	3.28	1.55
4.69	-1.55	3.28	1.55
4.88	-1.57	3.47	1.57
4.92	-1.57	3.52	1.57
4.97	-1.57	3.52	1.57
5.72	-1.58	4.27	1.58
5.77	-1.58	4.27	1.58
5.86	-1.58	4.36	1.58
5.91	-1.59	4.36	1.59
5.95	-1.59	4.36	1.59
6.00	-1.60	4.41	1.60
6.09	-1.60	4.50	1.60
6.28	-1.61	4.50	1.61
6.33	-1.62	4.50	1.62
6.38	-1.61	4.50	1.61
6.75	-1.61	4.88	1.61
6.80	-1.62	4.88	1.62
6.84	-1.63	4.88	1.63
6.89	-1.63	4.88	1.63
6.94	-1.63	4.88	1.63
6.98	-1.63	4.88	1.63
7.08	-1.64	4.97	1.64
7.27	-1.65	5.16	1.65
7.31	-1.64	5.16	1.64
7.36	-1.65	5.16	1.65
7.41	-1.65	5.16	1.65
7.50	-1.66	5.16	1.66
7.59	-1.66	5.25	1.66
7.64	-1.65	5.25	1.65
7.69	-1.65	5.25	1.65
7.88	-1.66	5.44	1.66
7.97	-1.66	5.53	1.66
8.02	-1.66	5.53	1.66
8.39	-1.67	5.91	1.67
8.44	-1.67	5.91	1.67
8.48	-1.67	5.91	1.67
8.53	-1.65	5.91	1.65
8.63	-1.66	5.91	1.66
8.67	-1.66	5.91	1.66
8.77	-1.67	6.00	1.67
8.86	-1.67	6.00	1.67
8.95	-1.68	6.09	1.68
9.00	-1.68	6.09	1.68
9.09	-1.68	6.09	1.68
9.19	-1.69	6.09	1.69
9.23	-1.67	6.09	1.67
9.33	-1.69	6.19	1.69
9.52	-1.69	6.38	1.69
9.56	-1.68	6.38	1.68
9.61	-1.68	6.38	1.68
9.70	-1.69	6.38	1.69
9.80	-1.69	6.38	1.69
9.84	-1.68	6.38	1.68
9.94	-1.69	6.38	1.69
10.69	-1.69	7.13	1.69
10.88	-1.70	7.13	1.70
10.92	-1.68	7.13	1.68
11.02	-1.69	7.13	1.69
11.20	-1.71	7.13	1.71
11.25	-1.69	7.13	1.69
11.34	-1.71	7.13	1.71
11.53	-1.72	7.31	1.72
11.63	-1.71	7.31	1.71
11.72	-1.71	7.31	1.71
11.81	-1.71	7.31	1.71
11.91	-1.70	7.31	1.70
12.00	-1.71	7.31	1.71
12.19	-1.72	7.50	1.72
12.28	-1.71	7.50	1.71
12.47	-1.71	7.69	1.71
12.66	-1.71	7.69	1.71
12.84	-1.72	7.88	1.72
12.94	-1.70	7.88	1.70
13.03	-1.72	7.88	1.72
13.13	-1.71	7.88	1.71
13.88	-1.72	8.63	1.72
14.06	-1.72	8.63	1.72
14.44	-1.72	8.63	1.72
14.53	-1.73	8.63	1.73
14.72	-1.75	8.63	1.75
14.81	-1.72	8.63	1.72
14.91	-1.72	8.63	1.72
15.09	-1.73	8.81	1.73
15.28	-1.73	8.81	1.73
15.38	-1.71	8.81	1.71
15.56	-1.72	8.81	1.72
15.75	-1.72	8.81	1.72
15.94	-1.73	8.81	1.73
16.13	-1.72	8.81	1.72
16.31	-1.72	8.81	1.72
16.50	-1.72	8.81	1.72
16.88	-1.73	9.19	1.73
17.06	-1.73	9.19	1.73
17.25	-1.73	9.19	1.73
17.44	-1.73	9.19	1.73
17.63	-1.73	9.19	1.73
18.00	-1.74	9.56	1.74
18.19	-1.74	9.56	1.74
18.38	-1.72	9.56	1.72
18.75	-1.73	9.94	1.73
19.13	-1.74	10.31	1.74
19.31	-1.73	10.31	1.73
19.69	-1.74	10.69	1.74
20.06	-1.74	10.69	1.74
20.25	-1.74	10.69	1.74
20.44	-1.74	10.69	1.74
20.81	-1.74	11.06	1.74
21.00	-1.71	11.06	1.71
21.38	-1.73	11.44	1.73
21.75	-1.73	11.44	1.73
21.94	-1.73	11.44	1.73
1.88	-0.82	1.31	0.82
1.92	-0.91	1.36	0.91
1.97	-0.99	1.36	0.99
2.02	-1.04	1.41	1.04
2.06	-1.09	1.45	1.09
2.11	-1.13	1.50	1.13
2.16	-1.17	1.55	1.17
2.20	-1.18	1.59	1.18
2.25	-1.19	1.64	1.19
2.30	-1.22	1.69	1.22
2.34	-1.24	1.69	1.24
2.39	-1.26	1.73	1.26
2.44	-1.27	1.78	1.27
2.48	-1.28	1.83	1.28
2.53	-1.29	1.83	1.29
2.58	-1.29	1.88	1.29
2.63	-1.30	1.92	1.30
2.67	-1.32	1.92	1.32
2.77	-1.32	2.02	1.32
2.81	-1.34	2.06	1.34
3.00	-1.36	2.25	1.36
3.05	-1.37	2.25	1.37
3.09	-1.39	2.30	1.39
3.14	-1.39	2.34	1.39
3.19	-1.40	2.34	1.40
3.23	-1.40	2.34	1.40
3.28	-1.41	2.34	1.41
3.66	-1.43	2.72	1.43
3.70	-1.44	2.72	1.44
3.75	-1.45	2.72	1.45
3.80	-1.45	2.72	1.45
3.84	-1.46	2.77	1.46
3.89	-1.46	2.81	1.46
3.94	-1.46	2.81	1.46
3.98	-1.47	2.81	1.47
4.08	-1.48	2.91	1.48
4.17	-1.49	3.00	1.49
4.22	-1.51	3.00	1.51
4.41	-1.53	3.19	1.53
4.45	-1.53	3.23	1.53
4.55	-1.56	3.23	1.56
4.59	-1.56	3.23	1.56
4.64	-1.57	3.23	1.57
4.69	-1.58	3.23	1.58
4.73	-1.59	3.23	1.59
4.78	-1.59	3.28	1.59
4.83	-1.61	3.28	1.61
4.88	-1.60	3.28	1.60
5.06	-1.62	3.47	1.62
5.11	-1.62	3.52	1.62
5.16	-1.62	3.52	1.62
5.91	-1.63	4.27	1.63
5.95	-1.63	4.27	1.63
6.05	-1.63	4.36	1.63
6.09	-1.64	4.36	1.64
6.14	-1.64	4.36	1.64
6.19	-1.65	4.41	1.65
6.28	-1.65	4.50	1.65
6.47	-1.66	4.50	1.66
6.52	-1.67	4.50	1.67
6.56	-1.66	4.50	1.66
6.94	-1.66	4.88	1.66
6.98	-1.67	4.88	1.67
7.03	-1.68	4.88	1.68
7.08	-1.68	4.88	1.68
7.13	-1.68	4.88	1.68
7.17	-1.68	4.88	1.68
7.27	-1.70	4.97	1.70
7.45	-1.70	5.16	1.70
7.50	-1.69	5.16	1.69
7.55	-1.70	5.16	1.70
7.59	-1.70	5.16	1.70
7.69	-1.71	5.16	1.71
7.78	-1.71	5.25	1.71
7.83	-1.70	5.25	1.70
7.88	-1.70	5.25	1.70
8.06	-1.71	5.44	1.71
8.16	-1.71	5.53	1.71
8.20	-1.71	5.53	1.71
8.58	-1.72	5.91	1.72
8.63	-1.72	5.91	1.72
8.67	-1.72	5.91	1.72
8.72	-1.70	5.91	1.70
8.81	-1.72	5.91	1.72
8.86	-1.71	5.91	1.71
8.95	-1.72	6.00	1.72
9.05	-1.72	6.00	1.72
9.14	-1.73	6.09	1.73
9.19	-1.73	6.09	1.73
9.28	-1.73	6.09	1.73
9.38	-1.74	6.09	1.74
9.42	-1.72	6.09	1.72
9.52	-1.74	6.19	1.74
9.70	-1.75	6.38	1.75
9.75	-1.73	6.38	1.73
9.80	-1.73	6.38	1.73
9.89	-1.74	6.38	1.74
9.98	-1.74	6.38	1.74
10.03	-1.73	6.38	1.73
10.13	-1.74	6.38	1.74
10.88	-1.74	7.13	1.74
11.06	-1.75	7.13	1.75
11.11	-1.73	7.13	1.73
11.20	-1.74	7.13	1.74
11.39	-1.76	7.13	1.76
11.44	-1.74	7.13	1.74
11.53	-1.76	7.13	1.76
11.72	-1.77	7.31	1.77
11.81	-1.76	7.31	1.76
11.91	-1.76	7.31	1.76
12.00	-1.77	7.31	1.77
12.09	-1.75	7.31	1.75
12.19	-1.76	7.31	1.76
12.38	-1.77	7.50	1.77
12.47	-1.76	7.50	1.76
12.66	-1.76	7.69	1.76
12.84	-1.76	7.69	1.76
13.03	-1.77	7.88	1.77
13.13	-1.76	7.88	1.76
13.22	-1.77	7.88	1.77
13.31	-1.76	7.88	1.76
14.06	-1.77	8.63	1.77
14.25	-1.77	8.63	1.77
14.63	-1.78	8.63	1.78
14.72	-1.78	8.63	1.78
14.91	-1.80	8.63	1.80
15.00	-1.77	8.63	1.77
15.09	-1.77	8.63	1.77
15.28	-1.78	8.81	1.78
15.47	-1.78	8.81	1.78
15.56	-1.76	8.81	1.76
15.75	-1.78	8.81	1.78
15.94	-1.77	8.81	1.77
16.13	-1.78	8.81	1.78
16.31	-1.77	8.81	1.77
16.50	-1.77	8.81	1.77
16.69	-1.78	8.81	1.78
17.06	-1.78	9.19	1.78
17.25	-1.78	9.19	1.78
17.44	-1.78	9.19	1.78
17.63	-1.78	9.19	1.78
17.81	-1.78	9.19	1.78
18.19	-1.79	9.56	1.79
18.38	-1.79	9.56	1.79
18.56	-1.77	9.56	1.77
18.94	-1.78	9.94	1.78
19.31	-1.79	10.31	1.79
19.50	-1.78	10.31	1.78
19.88	-1.79	10.69	1.79
20.25	-1.80	10.69	1.80
20.44	-1.79	10.69	1.79
20.63	-1.79	10.69	1.79
21.00	-1.79	11.06	1.79
21.19	-1.76	11.06	1.76
21.56	-1.78	11.44	1.78
21.94	-1.78	11.44	1.78
22.13	-1.78	11.44	1.78
2.06	-0.86	1.50	0.86
2.11	-0.95	1.55	0.95
2.16	-1.03	1.55	1.03
2.20	-1.08	1.59	1.08
2.25	-1.13	1.64	1.13
2.30	-1.17	1.69	1.17
2.34	-1.20	1.73	1.20
2.39	-1.22	1.78	1.22
2.44	-1.23	1.83	1.23
2.48	-1.26	1.88	1.26
2.53	-1.28	1.88	1.28
2.58	-1.30	1.92	1.30
2.63	-1.31	1.97	1.31
2.67	-1.32	2.02	1.32
2.72	-1.33	2.02	1.33
2.77	-1.33	2.06	1.33
2.81	-1.34	2.11	1.34
2.86	-1.36	2.11	1.36
2.95	-1.36	2.20	1.36
3.00	-1.38	2.25	1.38
3.19	-1.40	2.44	1.40
3.23	-1.41	2.44	1.41
3.28	-1.43	2.48	1.43
3.33	-1.43	2.53	1.43
3.38	-1.44	2.53	1.44
3.42	-1.44	2.53	1.44
3.47	-1.45	2.53	1.45
3.84	-1.47	2.91	1.47
3.89	-1.48	2.91	1.48
3.94	-1.49	2.91	1.49
3.98	-1.49	2.91	1.49
4.03	-1.50	2.95	1.50
4.08	-1.50	3.00	1.50
4.13	-1.50	3.00	1.50
4.17	-1.51	3.00	1.51
4.27	-1.52	3.09	1.52
4.36	-1.53	3.19	1.53
4.41	-1.55	3.19	1.55
4.59	-1.57	3.38	1.57
4.64	-1.57	3.42	1.57
4.73	-1.60	3.42	1.60
4.78	-1.60	3.42	1.60
4.83	-1.61	3.42	1.61
4.88	-1.62	3.42	1.62
4.92	-1.63	3.42	1.63
4.97	-1.63	3.47	1.63
5.02	-1.65	3.47	1.65
5.06	-1.64	3.47	1.64
5.25	-1.66	3.66	1.66
5.30	-1.66	3.70	1.66
5.34	-1.66	3.70	1.66
6.09	-1.67	4.45	1.67
6.14	-1.67	4.45	1.67
6.23	-1.67	4.55	1.67
6.28	-1.68	4.55	1.68
6.33	-1.68	4.55	1.68
6.38	-1.69	4.59	1.69
6.47	-1.69	4.69	1.69
6.66	-1.70	4.69	1.70
6.70	-1.71	4.69	1.71
6.75	-1.70	4.69	1.70
7.13	-1.70	5.06	1.70
7.17	-1.71	5.06	1.71
7.22	-1.72	5.06	1.72
7.27	-1.72	5.06	1.72
7.31	-1.72	5.06	1.72
7.36	-1.72	5.06	1.72
7.45	-1.73	5.16	1.73
7.64	-1.74	5.34	1.74
7.69	-1.73	5.34	1.73
7.73	-1.74	5.34	1.74
