iter	dct	rdot_sep	rdot_nsep
871	27.04	25.9756	24.3881
872	27.04	25.9756	24.3881
873	27.04	25.9755	24.3880
874	27.04	25.9755	24.3880
875	27.04	25.9755	24.3879
876	27.04	25.9754	24.3879
877	27.04	25.9754	24.3878
878	27.04	25.9753	24.3878
879	27.04	25.9753	24.3877
880	27.04	25.9753	24.3877
881	27.04	25.9752	24.3876
882	27.04	25.9752	24.3876
883	27.04	25.9751	24.3875
884	27.04	25.9751	24.3875
885	27.04	25.9751	24.3874
886	27.04	25.9750	24.3874
887	27.04	25.9750	24.3873
888	27.04	25.9750	24.3873
889	27.04	25.9749	24.3872
890	27.04	25.9749	24.3872
891	27.04	25.9748	24.3871
892	27.04	25.9748	24.3871
893	27.04	25.9748	24.3870
894	27.04	25.9747	24.3870
895	27.04	25.9747	24.3869
896	27.04	25.9747	24.3869
897	27.04	25.9746	24.3868
898	27.04	25.9746	24.3868
899	27.04	25.9746	24.3867
900	27.04	25.9745	24.3867
901	27.04	25.9745	24.3866
902	27.04	25.9745	24.3866
903	27.04	25.9744	24.3865
904	27.04	25.9744	24.3865
905	27.04	25.9744	24.3864
906	27.04	25.9743	24.3864
907	27.04	25.9743	24.3863
908	27.04	25.9743	24.3863
909	27.04	25.9742	24.3862
910	27.04	25.9742	24.3862
911	27.04	25.9742	24.3861
912	27.04	25.9742	24.3861
913	27.04	25.9741	24.3860
914	27.04	25.9741	24.3860
915	27.04	25.9741	24.3859
916	27.04	25.9740	24.3859
917	27.04	25.9740	24.3858
918	27.04	25.9740	24.3858
919	27.04	25.9739	24.3857
920	27.04	25.9739	24.3857
921	27.04	25.9739	24.3856
922	27.04	25.9738	24.3856
923	27.04	25.9738	24.3855
924	27.04	25.9738	24.3855
925	27.04	25.9738	24.3854
926	27.04	25.9737	24.3854
927	27.04	25.9737	24.3854
928	27.04	25.9737	24.3853
929	27.04	25.9736	24.3853
930	27.04	25.9736	24.3852
931	27.04	25.9736	24.3852
932	27.04	25.9736	24.3851
933	27.04	25.9735	24.3851
934	27.04	25.9735	24.3850
935	27.04	25.9735	24.3850
936	27.04	25.9735	24.3850
937	27.04	25.9734	24.3849
938	27.04	25.9734	24.3849
939	27.04	25.9734	24.3848
940	27.04	25.9733	24.3848
941	27.04	25.9733	24.3848
942	27.04	25.9733	24.3847
943	27.04	25.9733	24.3847
944	27.04	25.9732	24.3846
945	27.04	25.9732	24.3846
946	27.04	25.9732	24.3846
947	27.04	25.9732	24.3845
948	27.04	25.9731	24.3845
949	27.04	25.9731	24.3844
950	27.04	25.9731	24.3844
951	27.04	25.9731	24.3844
952	27.04	25.9730	24.3843
953	27.04	25.9730	24.3843
954	27.04	25.9730	24.3842
955	27.04	25.9730	24.3842
956	27.04	25.9729	24.3842
957	27.04	25.9729	24.3841
958	27.04	25.9729	24.3841
959	27.04	25.9729	24.3841
960	27.04	25.9728	24.3840
961	27.04	25.9728	24.3840
962	27.04	25.9728	24.3840
963	27.04	25.9728	24.3839
964	27.04	25.9727	24.3839
965	27.04	25.9727	24.3839
966	27.04	25.9727	24.3838
967	27.04	25.9727	24.3838
968	27.04	25.9727	24.3838
969	27.04	25.9726	24.3837
970	27.04	25.9726	24.3837
971	27.04	25.9726	24.3837
972	27.04	25.9726	24.3836
973	27.04	25.9725	24.3836
974	27.04	25.9725	24.3836
975	27.04	25.9725	24.3835
976	27.04	25.9725	24.3835
977	27.04	25.9724	24.3835
978	27.04	25.9724	24.3834
979	27.04	25.9724	24.3834
980	27.04	25.9724	24.3834
981	27.04	25.9724	24.3833
982	27.04	25.9723	24.3833
983	27.04	25.9723	24.3833
984	27.04	25.9723	24.3832
985	27.04	25.9723	24.3832
986	27.04	25.9722	24.3832
987	27.04	25.9722	24.3831
988	27.04	25.9722	24.3831
989	27.04	25.9722	24.3831
990	27.04	25.9722	24.3830
991	27.04	25.9721	24.3830
992	27.04	25.9721	24.3830
993	27.04	25.9721	24.3829
994	27.04	25.9721	24.3829
995	27.04	25.9721	24.3829
996	27.04	25.9720	24.3829
997	27.04	25.9720	24.3828
998	27.04	25.9720	24.3828
